[ 2025-12-01 20:59:33,688 ] 23 root - INFO - Initiate Data ingestion
[ 2025-12-01 20:59:36,624 ] 62 root - INFO - Performed train test split on the dataframe
[ 2025-12-01 20:59:36,625 ] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-12-01 20:59:36,625 ] 72 root - INFO - Exporting train and test file path.
[ 2025-12-01 20:59:36,688 ] 81 root - INFO - Exported train and test file path.
[ 2025-12-01 20:59:36,689 ] 26 root - INFO - Ingestion Initiation completed
[ 2025-12-01 20:59:36,693 ] 33 root - INFO - Initiate Data Validation
[ 2025-12-01 20:59:36,714 ] 41 root - INFO - Required number of columns:2
[ 2025-12-01 20:59:36,715 ] 42 root - INFO - Data frame has columns:31
[ 2025-12-01 20:59:36,715 ] 41 root - INFO - Required number of columns:2
[ 2025-12-01 20:59:36,715 ] 42 root - INFO - Data frame has columns:31
[ 2025-12-01 20:59:36,848 ] 36 root - INFO - Validation Initiation completed
[ 2025-12-01 20:59:36,848 ] 43 root - INFO - Initiate Data Transformation
[ 2025-12-01 20:59:36,848 ] 57 root - INFO - Started Data Transformation
[ 2025-12-01 20:59:36,872 ] 45 root - INFO - Started Getting data transformer object
[ 2025-12-01 20:59:36,886 ] 48 root - INFO - Transformation Initiation completed
[ 2025-12-01 20:59:36,886 ] 56 root - INFO - Initiate Model Trainer
