[ 2025-12-01 20:47:35,673 ] 23 root - INFO - Initiate Data ingestion
[ 2025-12-01 20:47:38,621 ] 62 root - INFO - Performed train test split on the dataframe
[ 2025-12-01 20:47:38,621 ] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-12-01 20:47:38,621 ] 72 root - INFO - Exporting train and test file path.
[ 2025-12-01 20:47:38,687 ] 81 root - INFO - Exported train and test file path.
[ 2025-12-01 20:47:38,687 ] 26 root - INFO - Ingestion Initiation completed
[ 2025-12-01 20:47:38,692 ] 33 root - INFO - Initiate Data Validation
[ 2025-12-01 20:47:38,715 ] 41 root - INFO - Required number of columns:2
[ 2025-12-01 20:47:38,715 ] 42 root - INFO - Data frame has columns:31
[ 2025-12-01 20:47:38,716 ] 41 root - INFO - Required number of columns:2
[ 2025-12-01 20:47:38,716 ] 42 root - INFO - Data frame has columns:31
[ 2025-12-01 20:47:38,866 ] 36 root - INFO - Validation Initiation completed
[ 2025-12-01 20:47:38,867 ] 43 root - INFO - Initiate Data Transformation
[ 2025-12-01 20:47:38,867 ] 57 root - INFO - Started Data Transformation
[ 2025-12-01 20:47:38,891 ] 45 root - INFO - Started Getting data transformer object
[ 2025-12-01 20:47:38,912 ] 48 root - INFO - Transformation Initiation completed
[ 2025-12-01 20:47:38,912 ] 56 root - INFO - Initiate Model Trainer
