[ 2025-12-01 20:43:49,439 ] 23 root - INFO - Initiate Data ingestion
[ 2025-12-01 20:43:52,436 ] 62 root - INFO - Performed train test split on the dataframe
[ 2025-12-01 20:43:52,436 ] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-12-01 20:43:52,437 ] 72 root - INFO - Exporting train and test file path.
[ 2025-12-01 20:43:52,506 ] 81 root - INFO - Exported train and test file path.
[ 2025-12-01 20:43:52,506 ] 26 root - INFO - Ingestion Initiation completed
[ 2025-12-01 20:43:52,511 ] 34 root - INFO - Initiate Data Validation
[ 2025-12-01 20:43:52,538 ] 41 root - INFO - Required number of columns:2
[ 2025-12-01 20:43:52,538 ] 42 root - INFO - Data frame has columns:31
[ 2025-12-01 20:43:52,539 ] 41 root - INFO - Required number of columns:2
[ 2025-12-01 20:43:52,539 ] 42 root - INFO - Data frame has columns:31
[ 2025-12-01 20:43:52,705 ] 37 root - INFO - Validation Initiation completed
[ 2025-12-01 20:43:52,705 ] 45 root - INFO - Initiate Data Transformation
[ 2025-12-01 20:43:52,705 ] 57 root - INFO - Started Data Transformation
[ 2025-12-01 20:43:52,748 ] 45 root - INFO - Started Getting data transformer object
[ 2025-12-01 20:43:52,777 ] 50 root - INFO - Transformation Initiation completed
[ 2025-12-01 20:43:52,777 ] 59 root - INFO - Initiate Model Trainer
